quality_stream_key,deviceKey,count,reject_reason_display_name,prodmetric_stream_key
1823833,Line 3,4,Cosmetic Defect,5543399
1823952,Line 1,7,Underweight,5543525
1823953,Line 1,5,Bad Packaging,5543525
1823954,Line 1,15,Squished,5543525
1823955,Line 1,9,Reject,5543525
1823956,Line 1,9,Out of Spec,5543525
1823957,Line 1,3,Cosmetic Defect,5543525
1824016,Line 3,6,Out of Spec,5543749
1824029,Line 4,11,Detected by Max WIP,5543770
1824030,Line 4,9,Reject,5543770
1824109,Line 1,2,Bad Packaging,5543988
1824110,Line 1,2,Overweight,5543988
1824127,Line 1,16,Scratch,5544036
1824128,Line 1,9,Squished,5544036
1824146,Line 4,13,Reject,5544060
1824147,Line 4,10,Detected by Max WIP,5544060
1824236,Line 4,12,Detected by Max WIP,5544247
1824237,Line 4,5,Reject,5544247
1824415,Line 1,7,Underweight,5544524
1824441,Line 1,3,Bad Packaging,5544552
1824442,Line 1,4,Detected by Max WIP,5544552
1824443,Line 1,7,Cosmetic Defect,5544552
1824457,Line 3,8,Detected by Max WIP,5544571
1824468,Line 1,8,Underweight,5544585
1824469,Line 1,4,Bad Packaging,5544585
1824485,Line 1,12,Underweight,5544619
1824486,Line 1,7,xyz,5544619
1824487,Line 1,1,Reject,5544619
1823181,Line 3,4,Overweight,5519479
1823182,Line 3,7,Scratch,5519479
1823327,Line 4,11,Reject,5539518
1823328,Line 4,17,Detected by Max WIP,5539518
1823332,Line 1,2,Cosmetic Defect,5541770
1823333,Line 1,7,Detected by Max WIP,5541770
1823334,Line 1,2,Reject,5541770
1823404,Line 1,5,Detected by Max WIP,5542566
1823405,Line 1,1,Scratch,5542566
1823551,Line 4,5,Detected by Max WIP,5542805
1823552,Line 4,5,Reject,5542805
1823575,Line 1,8,xyz,5542856
1823576,Line 1,7,foreign particle,5542856
1823582,Line 1,1,Squished,5542933
1823583,Line 1,9,Out of Spec,5542933
1823584,Line 1,4,Cosmetic Defect,5542933
1823671,Line 3,13,Out of Spec,5543022
1823672,Line 3,1,Detected by Max WIP,5543022
1823701,Line 3,4,Out of Spec,5543118
1823702,Line 3,5,Detected by Max WIP,5543118
1823725,Line 3,5,Underweight,5543143
1823726,Line 3,4,Overweight,5543143
1823753,Line 4,9,Reject,5543201
1823791,Line 4,1,Reject,5543270
1823792,Line 4,14,Detected by Max WIP,5543270
1823849,Line 3,12,Cosmetic Defect,5543411
1823853,Line 1,4,Overweight,5543421
1823877,Line 3,8,Out of Spec,5543449
1823883,Line 3,12,Underweight,5543482
1823884,Line 3,7,Out of Spec,5543482
1823885,Line 3,16,Cosmetic Defect,5543482
1823886,Line 3,7,Reject,5543482
1824014,Line 4,4,Detected by Max WIP,5543757
1810001,Line 3,12,Out of Spec,5490176
1810002,Line 3,10,Scratch,5490176
1810003,Line 3,1,Reject,5490176
1810004,Line 3,5,Cosmetic Defect,5490176
1824015,Line 4,8,Reject,5543757
1824068,Line 4,5,Detected by Max WIP,5543804
1824069,Line 4,8,Reject,5543804
1824094,Line 4,4,Detected by Max WIP,5543845
1824216,Line 4,4,Reject,5544209
1824217,Line 4,8,Detected by Max WIP,5544209
1824245,Line 3,6,Scratch,5544254
1824246,Line 3,3,Cosmetic Defect,5544254
1824247,Line 4,27,Detected by Max WIP,5544262
1824299,Line 4,6,Reject,5544312
1824300,Line 4,20,Detected by Max WIP,5544312
1824332,Line 3,1,Reject,5544361
1824333,Line 3,4,Scratch,5544361
1824334,Line 3,4,Overweight,5544361
1824335,Line 3,1,Cosmetic Defect,5544361
1824562,Line 3,7,Scratch,5544740
1824563,Line 3,7,Overweight,5544740
1824607,Line 4,9,Reject,5544848
1824608,Line 4,13,Detected by Max WIP,5544848
1824632,Line 1,5,foreign particle,5544903
1824678,Line 1,3,Bad Packaging,5544994
1824710,Line 4,7,Reject,5545100
1824745,Line 3,5,Underweight,5545197
1824836,Line 1,4,foreign particle,5545369
1824837,Line 1,7,Scratch,5545369
1824838,Line 1,3,Overweight,5545369
1824927,Line 1,9,xyz,5545510
1824928,Line 1,8,Underweight,5545510
1824968,Line 3,2,Reject,5545568
1824969,Line 3,4,Detected by Max WIP,5545568
1825015,Line 4,13,Detected by Max WIP,5545729
1825041,Line 4,21,Detected by Max WIP,5545782
1825134,Line 1,4,xyz,5546037
1825135,Line 1,3,Detected by Max WIP,5546037
1825136,Line 1,12,Overweight,5546037
1825178,Line 4,9,Reject,5546109
1825179,Line 4,7,Detected by Max WIP,5546109
1825250,Line 4,20,Reject,5546202
1825334,Line 3,11,Cosmetic Defect,5546385
1825368,Line 3,6,Reject,5546419
1825369,Line 3,6,Scratch,5546419
1825370,Line 3,2,Cosmetic Defect,5546419
1825371,Line 3,17,Out of Spec,5546419
1825446,Line 1,3,Underweight,5546636
1825447,Line 1,3,xyz,5546636
1825448,Line 1,3,foreign particle,5546636
1825449,Line 1,7,Cosmetic Defect,5546636
1825510,Line 4,4,Detected by Max WIP,5546707
1825511,Line 4,3,Reject,5546707
1825568,Line 3,12,Scratch,5546815
1825582,Line 2,4,foreign particle,5546894
1771274,Line 4,10,Reject,5467070
1771291,Line 4,6,Reject,5467232
1771306,Line 4,7,Detected by Max WIP,5467255
1771307,Line 4,11,Detected by Max WIP,5467258
1771308,Line 4,26,Reject,5467258
1771310,Line 4,15,Reject,5467261
1771311,Line 4,20,Detected by Max WIP,5467261
1771324,Line 4,14,Detected by Max WIP,5467287
1771325,Line 4,22,Reject,5467287
1771329,Line 4,6,Detected by Max WIP,5467293
1771446,Line 4,2,Reject,5467386
1771461,Line 4,13,Reject,5467415
1771478,Line 4,18,Reject,5467515
1771494,Line 4,19,Detected by Max WIP,5467544
1771495,Line 4,16,Reject,5467544
1771513,Line 4,1,Reject,5467570
1771514,Line 4,17,Detected by Max WIP,5467570
1771516,Line 4,1,Detected by Max WIP,5467576
1771517,Line 4,10,Reject,5467576
1771518,Line 4,10,Reject,5467579
1771519,Line 4,11,Detected by Max WIP,5467579
1771537,Line 4,12,Detected by Max WIP,5467667
1771650,Line 4,7,Reject,5467693
1771656,Line 4,3,Detected by Max WIP,5467702
1771670,Line 4,1,Detected by Max WIP,5467728
1771673,Line 4,3,Reject,5467731
1771674,Line 4,1,Detected by Max WIP,5467731
1771724,Line 4,2,Detected by Max WIP,5467943
1771725,Line 4,4,Reject,5467943
1771727,Line 4,4,Detected by Max WIP,5467949
1771739,Line 4,8,Reject,5467972
1771740,Line 4,9,Detected by Max WIP,5467972
1771743,Line 4,5,Reject,5467978
1771746,Line 4,9,Reject,5468048
1771860,Line 4,7,Detected by Max WIP,5468074
1771861,Line 4,10,Reject,5468074
1771887,Line 4,3,Reject,5468196
1771888,Line 4,28,Detected by Max WIP,5468199
1771889,Line 4,5,Reject,5468199
1771922,Line 4,9,Detected by Max WIP,5468328
1771925,Line 4,2,Reject,5468334
1752531,Line 3,3,Reject,5429538
1752558,Line 1,1,Cosmetic Defect,5429567
1752559,Line 1,9,Overweight,5429567
1752640,Line 3,4,Out of Spec,5429764
1752716,Line 1,5,Bad Packaging,5430171
1752725,Line 1,9,Cosmetic Defect,5430204
1752726,Line 1,1,Reject,5430204
1752782,Line 3,6,Detected by Max WIP,5430318
1752902,Line 1,3,Cosmetic Defect,5430549
1752903,Line 1,3,Overweight,5430549
1752904,Line 1,9,Reject,5430549
1753107,Line 1,1,Overweight,5431030
1753108,Line 1,5,Detected by Max WIP,5431030
1753311,Line 3,8,Underweight,5431387
1753312,Line 3,7,Scratch,5431387
1753313,Line 3,13,Detected by Max WIP,5431387
1753326,Line 1,1,Out of Spec,5431392
1753327,Line 1,11,Detected by Max WIP,5431392
1753336,Line 3,6,Cosmetic Defect,5431430
1753372,Line 3,2,Underweight,5431485
1753373,Line 3,1,Out of Spec,5431485
1753374,Line 3,12,Overweight,5431485
1820999,Line 2,2,foreign particle,5539576
1821000,Line 2,2,Detected by Max WIP,5539576
1821001,Line 2,4,Bad Packaging,5539576
1821025,Line 2,15,Scratch,5539601
1821026,Line 2,4,Bad Packaging,5539601
1821051,Line 2,2,Reject,5539630
1821056,Line 2,20,Cosmetic Defect,5539639
1821057,Line 2,4,Scratch,5539639
1821058,Line 2,3,Bad Packaging,5539639
1821059,Line 2,4,foreign particle,5539639
1821086,Line 2,6,Reject,5539664
1821087,Line 2,11,Out of Spec,5539664
1821088,Line 2,2,xyz,5539664
1821089,Line 2,8,foreign particle,5539664
1821090,Line 2,3,Overweight,5539664
1821091,Line 2,7,Scratch,5539664
1821105,Line 2,7,Overweight,5539690
1821108,Line 2,6,Reject,5539696
1821110,Line 2,2,Overweight,5539699
1821111,Line 2,1,Detected by Max WIP,5539699
1821126,Line 2,9,Scratch,5539719
1821127,Line 2,8,Cosmetic Defect,5539719
1821128,Line 2,9,Underweight,5539719
1821162,Line 2,6,Scratch,5539751
1821163,Line 2,7,Detected by Max WIP,5539751
1825728,Line 1,8,Bad Packaging,5547226
1825836,Line 4,4,Detected by Max WIP,5547395
1825837,Line 2,4,Reject,5547396
1825852,Line 2,17,Bad Packaging,5547490
1825861,Line 4,16,Detected by Max WIP,5547505
1825862,Line 4,15,Reject,5547505
1825950,Line 1,3,Underweight,5547611
1825951,Line 1,7,xyz,5547611
1826040,Line 4,11,Reject,5547848
1826076,Line 4,6,Detected by Max WIP,5548232
1826111,Line 2,8,foreign particle,5548271
1826112,Line 2,7,Scratch,5548271
1826179,Line 1,2,Overweight,5548396
1826180,Line 1,12,Detected by Max WIP,5548396
1826181,Line 1,1,Bad Packaging,5548396
1826243,Line 1,5,Detected by Max WIP,5548519
1826244,Line 1,5,Scratch,5548519
1826245,Line 1,10,Cosmetic Defect,5548519
1826250,Line 4,2,Reject,5548531
1826255,Line 3,9,Reject,5548574
1826256,Line 3,9,Underweight,5548574
1826273,Line 2,10,Scratch,5548679
1826298,Line 4,4,Reject,5548698
1826299,Line 4,2,Detected by Max WIP,5548698
1826412,Line 1,13,Bad Packaging,5548966
1826426,Line 1,8,Reject,5549011
1826427,Line 1,2,Out of Spec,5549011
1826464,Line 3,2,Reject,5549154
1826642,Line 2,9,foreign particle,5549573
1826712,Line 2,2,Squished,5549694
1826714,Line 3,4,Out of Spec,5549715
1826715,Line 3,4,Cosmetic Defect,5549715
1826750,Line 1,7,Scratch,5549845
1826751,Line 1,1,Squished,5549845
1826782,Line 2,3,Scratch,5549905
1826793,Line 1,1,Detected by Max WIP,5549962
1826882,Line 3,3,Underweight,5550243
1826883,Line 3,6,Detected by Max WIP,5550243
1826884,Line 3,1,Reject,5550243
1826895,Line 1,4,Squished,5550258
1827039,Line 4,6,Reject,5550666
1827097,Line 1,3,Cosmetic Defect,5550738
1827098,Line 1,5,Underweight,5550738
1827102,Line 3,3,Detected by Max WIP,5550759
1827107,Line 2,3,Overweight,5550788
1827110,Line 1,1,xyz,5550783
1827230,Line 3,4,Out of Spec,5551069
1827252,Line 4,1,Reject,5551177
1827324,Line 1,5,Bad Packaging,5551319
1827325,Line 1,2,foreign particle,5551319
1827326,Line 1,3,Underweight,5551319
1827327,Line 1,1,Detected by Max WIP,5551319
1827344,Line 2,5,Overweight,5551337
1827345,Line 2,3,Bad Packaging,5551337
1827360,Line 2,4,xyz,5551365
1827361,Line 2,3,Underweight,5551365
1827362,Line 2,4,Reject,5551365
1827410,Line 4,6,Detected by Max WIP,5551584
1827454,Line 4,15,Detected by Max WIP,5551648
1827455,Line 4,9,Reject,5551648
1827528,Line 2,5,Cosmetic Defect,5551873
1827529,Line 2,7,Reject,5551873
1827573,Line 3,5,Detected by Max WIP,5551913
1827587,Line 2,11,Reject,5551948
1827588,Line 2,2,Cosmetic Defect,5551948
1827589,Line 2,2,Overweight,5551948
1827590,Line 2,1,Out of Spec,5551948
1827609,Line 3,10,Cosmetic Defect,5551981
1823043,Line 3,9,Out of Spec,5511222
1823044,Line 3,2,Scratch,5511222
1823059,Line 3,10,Underweight,5511260
1823060,Line 3,14,Reject,5511260
1823061,Line 3,2,Out of Spec,5511260
1823062,Line 3,1,Detected by Max WIP,5511260
1823063,Line 3,2,Overweight,5511260
1823190,Line 4,5,Reject,5520477
1823237,Line 1,8,Reject,5529628
1823238,Line 1,8,Cosmetic Defect,5529628
1823239,Line 1,3,Overweight,5529628
1823240,Line 1,4,Detected by Max WIP,5529628
1823270,Line 1,7,xyz,5533296
1823271,Line 1,7,Cosmetic Defect,5533296
1823382,Line 3,5,Reject,5542405
1823452,Line 1,1,foreign particle,5542655
1823523,Line 1,5,Detected by Max WIP,5542736
1823597,Line 3,1,Out of Spec,5542942
1823598,Line 3,2,Underweight,5542942
1823599,Line 3,1,Cosmetic Defect,5542942
1823656,Line 4,7,Detected by Max WIP,5542991
1823657,Line 4,3,Reject,5542991
1823768,Line 1,3,foreign particle,5543219
1823769,Line 1,5,Overweight,5543219
1823770,Line 1,12,Out of Spec,5543219
1823806,Line 3,5,Out of Spec,5543295
1823807,Line 3,7,Overweight,5543295
1823808,Line 3,4,Cosmetic Defect,5543295
1823809,Line 3,14,Reject,5543295
1823882,Line 4,15,Reject,5543480
1823962,Line 3,3,Underweight,5543577
1823982,Line 1,3,Out of Spec,5543679
1823995,Line 1,4,Out of Spec,5543702
1824001,Line 3,5,Cosmetic Defect,5543722
1824002,Line 3,6,Scratch,5543722
1824011,Line 1,12,Cosmetic Defect,5543741
1824106,Line 4,1,Reject,5543984
1824120,Line 4,3,Detected by Max WIP,5544018
1824157,Line 3,4,Reject,5544083
1824158,Line 3,8,Scratch,5544083
1824195,Line 3,1,Cosmetic Defect,5544144
1824196,Line 3,5,Underweight,5544144
1824197,Line 3,13,Reject,5544144
1824253,Line 1,1,Reject,5544265
1824254,Line 1,10,foreign particle,5544265
1824255,Line 1,1,Out of Spec,5544265
1824256,Line 1,8,Scratch,5544265
1824257,Line 1,20,xyz,5544265
1824294,Line 1,8,Reject,5544303
1824295,Line 1,2,Out of Spec,5544303
1824384,Line 3,2,Scratch,5544450
1824423,Line 3,9,Reject,5544540
1824424,Line 3,8,Cosmetic Defect,5544540
1824425,Line 3,8,Overweight,5544540
1824426,Line 3,8,Out of Spec,5544540
1824427,Line 3,8,Scratch,5544540
1824543,Line 1,3,xyz,5544709
1824653,Line 3,1,Detected by Max WIP,5544946
1824654,Line 3,2,Out of Spec,5544946
1824679,Line 4,9,Detected by Max WIP,5544996
1824680,Line 4,12,Reject,5544996
1824720,Line 4,16,Detected by Max WIP,5545128
1824721,Line 4,2,Detected by Max WIP,5545134
1824752,Line 3,3,Underweight,5545220
1825052,Line 1,4,Detected by Max WIP,5545794
1825053,Line 1,6,xyz,5545794
1825054,Line 1,7,Squished,5545794
1825074,Line 3,16,Reject,5545824
1825078,Line 1,7,Cosmetic Defect,5545834
1825271,Line 3,3,Overweight,5546241
1825277,Line 1,11,Squished,5546251
1825292,Line 1,2,Out of Spec,5546313
1825293,Line 1,9,Overweight,5546313
1825358,Line 4,13,Detected by Max WIP,5546415
1825359,Line 4,9,Reject,5546415
1825493,Line 3,7,Cosmetic Defect,5546679
1825494,Line 3,3,Out of Spec,5546679
1825495,Line 3,3,Underweight,5546679
1825521,Line 1,18,Overweight,5546710
1825522,Line 1,7,Scratch,5546710
1825523,Line 1,8,Squished,5546710
1825544,Line 3,3,Out of Spec,5546749
1825545,Line 3,3,Detected by Max WIP,5546749
1825546,Line 3,2,Underweight,5546749
1825547,Line 3,17,Reject,5546749
1825583,Line 4,10,Reject,5546896
1825584,Line 4,16,Detected by Max WIP,5546896
1825675,Line 3,1,Underweight,5547030
1825680,Line 2,3,Scratch,5547040
1825681,Line 2,2,xyz,5547040
1825740,Line 3,11,Reject,5547234
1825741,Line 4,4,Detected by Max WIP,5547241
1825758,Line 2,2,Detected by Max WIP,5547261
1825759,Line 2,5,Cosmetic Defect,5547261
1825760,Line 3,9,Cosmetic Defect,5547262
1825779,Line 4,4,Reject,5547293
1825780,Line 4,10,Detected by Max WIP,5547293
1825781,Line 2,1,xyz,5547295
1825783,Line 3,8,Underweight,5547319
1825787,Line 4,7,Detected by Max WIP,5547321
1825788,Line 4,5,Reject,5547321
1825853,Line 1,3,Bad Packaging,5547501
1825854,Line 1,4,Out of Spec,5547501
1825885,Line 1,3,xyz,5547525
1825886,Line 1,6,Overweight,5547525
1825887,Line 1,1,Scratch,5547525
1825888,Line 1,4,Underweight,5547525
1825889,Line 1,10,foreign particle,5547525
1825898,Line 2,4,Overweight,5547542
1825911,Line 4,13,Detected by Max WIP,5547587
1825912,Line 4,3,Reject,5547587
1825957,Line 2,1,Overweight,5547625
1825958,Line 4,5,Detected by Max WIP,5547626
1825959,Line 3,2,Out of Spec,5547634
1825960,Line 3,3,Cosmetic Defect,5547634
1825961,Line 3,3,Reject,5547634
1825962,Line 3,1,Detected by Max WIP,5547634
1825980,Line 4,3,Detected by Max WIP,5547722
1826033,Line 1,5,Squished,5547830
1826089,Line 1,9,Scratch,5548235
1826090,Line 1,4,Out of Spec,5548235
1826091,Line 1,3,Cosmetic Defect,5548235
1826092,Line 1,2,Underweight,5548235
1826169,Line 2,10,Scratch,5548380
1826226,Line 2,6,xyz,5548503
1826227,Line 2,5,Out of Spec,5548503
1826282,Line 1,1,Scratch,5548684
1826283,Line 1,4,Out of Spec,5548684
1826284,Line 1,6,Cosmetic Defect,5548684
1826285,Line 1,15,xyz,5548684
1826420,Line 1,5,Underweight,5548985
1826423,Line 1,1,foreign particle,5548995
1826424,Line 1,11,Underweight,5548995
1826455,Line 2,5,Cosmetic Defect,5549061
1826458,Line 3,9,Cosmetic Defect,5549140
1826597,Line 2,5,Out of Spec,5549479
1826598,Line 2,1,Overweight,5549479
1826599,Line 2,10,Cosmetic Defect,5549479
1826600,Line 3,15,Overweight,5549489
1826621,Line 3,1,Cosmetic Defect,5549518
1826622,Line 3,13,Underweight,5549518
1826623,Line 3,8,Scratch,5549518
1826647,Line 3,4,Cosmetic Defect,5549599
1826648,Line 3,19,Out of Spec,5549599
1826649,Line 3,8,Scratch,5549599
1826674,Line 1,2,Underweight,5549614
1826675,Line 1,1,Scratch,5549614
1826722,Line 2,4,Reject,5549730
1826745,Line 2,4,Scratch,5549839
1826746,Line 2,21,xyz,5549839
1826747,Line 2,5,Cosmetic Defect,5549839
1826748,Line 2,1,Detected by Max WIP,5549839
1826749,Line 2,1,Reject,5549839
1826866,Line 2,2,Underweight,5550151
1826867,Line 2,3,Scratch,5550151
1826868,Line 1,1,Underweight,5550157
1826872,Line 2,5,Scratch,5550162
1826873,Line 2,3,Reject,5550162
1826981,Line 4,1,Reject,5550421
1826996,Line 1,6,Detected by Max WIP,5550472
1826997,Line 1,6,Cosmetic Defect,5550472
1826998,Line 1,10,Underweight,5550472
1827013,Line 3,2,Detected by Max WIP,5550475
1827014,Line 3,3,Cosmetic Defect,5550475
1827015,Line 3,11,Underweight,5550475
1827016,Line 3,6,Reject,5550475
1827022,Line 4,10,Detected by Max WIP,5550506
1827023,Line 4,7,Reject,5550506
1827157,Line 3,5,Overweight,5550914
1827158,Line 3,4,Cosmetic Defect,5550914
1827165,Line 4,4,Detected by Max WIP,5550938
1827166,Line 4,2,Reject,5550938
1827167,Line 3,6,Out of Spec,5550942
1827171,Line 4,2,Reject,5550972
1827188,Line 4,5,Reject,5551010
1827189,Line 4,2,Detected by Max WIP,5551010
1827198,Line 1,8,Detected by Max WIP,5551036
1827237,Line 2,5,Detected by Max WIP,5551087
1824526,Line 3,5,Overweight,5544670
1824665,Line 3,1,Cosmetic Defect,5544972
1824666,Line 3,12,Out of Spec,5544972
1824683,Line 1,3,Overweight,5545017
1824708,Line 4,3,Detected by Max WIP,5545094
1824709,Line 4,13,Reject,5545094
1824753,Line 3,4,Reject,5545222
1824754,Line 3,10,Underweight,5545222
1824755,Line 3,2,Detected by Max WIP,5545222
1824756,Line 3,1,Cosmetic Defect,5545222
1824819,Line 1,19,Overweight,5545340
1824820,Line 1,24,Underweight,5545340
1824821,Line 1,7,xyz,5545340
1824822,Line 1,4,Cosmetic Defect,5545340
1824893,Line 3,7,Out of Spec,5545481
1824909,Line 4,16,Detected by Max WIP,5545499
1824910,Line 4,1,Reject,5545499
1824939,Line 3,11,Underweight,5545524
1824940,Line 3,13,Scratch,5545524
1824941,Line 3,5,Reject,5545524
1824953,Line 1,4,Cosmetic Defect,5545544
1824954,Line 1,2,Scratch,5545544
1824974,Line 1,6,Overweight,5545596
1824975,Line 1,9,foreign particle,5545596
1824983,Line 4,7,Reject,5545601
1825011,Line 1,7,Cosmetic Defect,5545706
1825012,Line 1,13,Bad Packaging,5545706
1825113,Line 3,1,Detected by Max WIP,5545944
1825155,Line 1,3,Reject,5546054
1825192,Line 1,4,Cosmetic Defect,5546119
1825193,Line 1,6,xyz,5546119
1825194,Line 1,3,Squished,5546119
1825195,Line 1,8,Bad Packaging,5546119
1825255,Line 1,1,Reject,5546234
1825256,Line 1,11,Squished,5546234
1825257,Line 1,1,Scratch,5546234
1825258,Line 1,5,Detected by Max WIP,5546234
1825454,Line 4,13,Reject,5546638
1825455,Line 4,22,Detected by Max WIP,5546638
1825457,Line 1,7,Scratch,5546647
1825496,Line 3,11,Underweight,5546683
1825502,Line 1,15,Reject,5546698
1825503,Line 1,10,Out of Spec,5546698
1825562,Line 3,7,Underweight,5546794
1825633,Line 4,16,Reject,5546990
1825634,Line 4,4,Detected by Max WIP,5546990
1825699,Line 4,18,Reject,5547074
1825706,Line 3,15,Reject,5547128
1825707,Line 3,9,Underweight,5547128
1825708,Line 3,3,Overweight,5547128
1825722,Line 2,11,Reject,5547222
1825723,Line 2,1,Squished,5547222
1825724,Line 2,8,Overweight,5547222
1825843,Line 4,22,Reject,5547410
1825896,Line 2,5,Scratch,5547531
1825897,Line 4,7,Detected by Max WIP,5547533
1825909,Line 2,9,xyz,5547586
1825910,Line 2,5,foreign particle,5547586
1826062,Line 4,26,Reject,5548222
1826063,Line 4,33,Detected by Max WIP,5548222
1826120,Line 3,5,Cosmetic Defect,5548286
1826122,Line 3,11,Cosmetic Defect,5548347
1826123,Line 3,6,Reject,5548347
1826124,Line 3,2,Overweight,5548347
1826271,Line 4,10,Detected by Max WIP,5548678
1826272,Line 4,6,Reject,5548678
1826310,Line 3,1,Scratch,5548716
1826311,Line 3,5,Underweight,5548716
1826312,Line 3,7,Cosmetic Defect,5548716
1826339,Line 3,1,Detected by Max WIP,5548791
1826351,Line 2,3,Out of Spec,5548809
1826362,Line 1,1,Squished,5548825
1826428,Line 1,5,Underweight,5549013
1826429,Line 1,15,Detected by Max WIP,5549013
1826433,Line 2,12,Scratch,5549022
1826450,Line 2,11,Cosmetic Defect,5549057
1826451,Line 2,6,Detected by Max WIP,5549057
1826452,Line 2,13,Reject,5549057
1826453,Line 2,2,Bad Packaging,5549057
1826456,Line 2,1,xyz,5549064
1826457,Line 2,6,Bad Packaging,5549064
1826467,Line 3,9,Cosmetic Defect,5549170
1826468,Line 3,2,Reject,5549174
1826469,Line 3,14,Overweight,5549174
1826566,Line 2,2,Cosmetic Defect,5549407
1826573,Line 1,2,Overweight,5549422
1826574,Line 1,13,xyz,5549422
1826743,Line 1,2,Underweight,5549808
1826744,Line 1,2,Bad Packaging,5549808
1826774,Line 1,7,Bad Packaging,5549891
1827238,Line 2,16,Out of Spec,5551087
1827239,Line 2,2,foreign particle,5551087
1827265,Line 2,21,Out of Spec,5551227
1827266,Line 2,6,Reject,5551227
1827363,Line 4,5,Reject,5551363
1827385,Line 4,11,Detected by Max WIP,5551483
1827386,Line 4,4,Reject,5551483
1827403,Line 2,1,Scratch,5551543
1827434,Line 1,5,Scratch,5551619
1827435,Line 1,2,foreign particle,5551619
1827453,Line 2,2,Reject,5551642
1827479,Line 3,8,Out of Spec,5551729
1827480,Line 3,8,Reject,5551729
1827600,Line 1,2,xyz,5551954
1827605,Line 4,11,Reject,5551975
1827606,Line 4,7,Detected by Max WIP,5551975
1827611,Line 2,1,xyz,5551998
1825591,Line 3,10,Detected by Max WIP,5546903
1825592,Line 3,5,Underweight,5546903
1825598,Line 1,1,Out of Spec,5546919
1825612,Line 3,4,Detected by Max WIP,5546941
1825613,Line 3,4,Scratch,5546941
1825614,Line 3,7,Reject,5546941
1825695,Line 1,5,Scratch,5547060
1825696,Line 1,9,Out of Spec,5547060
1825697,Line 1,9,foreign particle,5547060
1825698,Line 1,2,Squished,5547060
1825742,Line 3,1,Underweight,5547242
1825769,Line 4,2,Detected by Max WIP,5547277
1825770,Line 4,1,Reject,5547277
1825848,Line 1,9,Bad Packaging,5547488
1825865,Line 1,3,foreign particle,5547511
1825866,Line 1,8,Overweight,5547511
1825903,Line 1,5,Overweight,5547565
1825904,Line 1,4,Cosmetic Defect,5547565
1825921,Line 4,1,Detected by Max WIP,5547594
1825943,Line 2,6,Cosmetic Defect,5547610
1825944,Line 2,5,Reject,5547610
1825945,Line 2,10,foreign particle,5547610
1825946,Line 2,13,Overweight,5547610
1825947,Line 2,3,Detected by Max WIP,5547610
1826003,Line 3,8,Cosmetic Defect,5547797
1826004,Line 3,6,Out of Spec,5547797
1826005,Line 3,3,Scratch,5547797
1826019,Line 2,12,Squished,5547808
1826020,Line 2,5,Overweight,5547808
1826021,Line 2,8,Detected by Max WIP,5547808
1826022,Line 2,6,foreign particle,5547808
1826041,Line 3,1,Underweight,5547837
1826050,Line 1,7,Overweight,5548213
1826051,Line 1,1,Cosmetic Defect,5548213
1826138,Line 4,2,Reject,5548363
1826139,Line 4,3,Detected by Max WIP,5548363
1826161,Line 3,3,Out of Spec,5548367
1826162,Line 3,1,Scratch,5548367
1826163,Line 3,2,Detected by Max WIP,5548367
1826164,Line 3,4,Reject,5548367
1826165,Line 3,6,Underweight,5548367
1826188,Line 3,11,Detected by Max WIP,5548429
1826189,Line 3,2,Scratch,5548429
1826201,Line 2,11,Scratch,5548450
1826202,Line 2,5,Detected by Max WIP,5548450
1826203,Line 2,3,Cosmetic Defect,5548450
1826204,Line 2,6,Out of Spec,5548450
1826205,Line 2,3,xyz,5548450
1826206,Line 2,16,Underweight,5548450
1826207,Line 2,1,Squished,5548450
1826208,Line 3,2,Scratch,5548457
1826217,Line 3,19,Cosmetic Defect,5548495
1826218,Line 3,7,Scratch,5548495
1826219,Line 3,1,Reject,5548495
1826334,Line 4,19,Reject,5548788
1826335,Line 4,17,Detected by Max WIP,5548788
1826356,Line 3,11,Cosmetic Defect,5548810
1826357,Line 3,5,Overweight,5548810
1826434,Line 2,8,Out of Spec,5549025
1826435,Line 2,6,Reject,5549025
1826436,Line 2,3,Cosmetic Defect,5549025
1826437,Line 2,9,Overweight,5549031
1826438,Line 2,5,Cosmetic Defect,5549031
1826443,Line 2,1,Cosmetic Defect,5549038
1826444,Line 2,8,foreign particle,5549038
1826445,Line 2,8,Reject,5549038
1826446,Line 2,7,Detected by Max WIP,5549038
1826470,Line 3,6,Cosmetic Defect,5549176
1826471,Line 3,8,Underweight,5549176
1826472,Line 3,10,Reject,5549183
1826474,Line 3,8,Out of Spec,5549190
1826633,Line 3,2,Detected by Max WIP,5549557
1826634,Line 3,2,Out of Spec,5549557
1826690,Line 3,9,Reject,5549657
1826700,Line 1,8,Reject,5549691
1826701,Line 1,6,Overweight,5549691
1826702,Line 1,8,Detected by Max WIP,5549691
1826703,Line 1,11,Out of Spec,5549691
1826771,Line 2,2,xyz,5549863
1826787,Line 3,3,Detected by Max WIP,5549952
1826822,Line 3,12,Reject,5549985
1826823,Line 3,9,Underweight,5549985
1826824,Line 3,1,Scratch,5549985
1826864,Line 1,4,Reject,5550144
1826865,Line 1,3,Squished,5550144
1826875,Line 2,11,foreign particle,5550177
1826898,Line 2,6,Squished,5550263
1826899,Line 2,5,Overweight,5550263
1825682,Line 2,5,Detected by Max WIP,5547040
1825720,Line 3,2,Detected by Max WIP,5547135
